Game Title,Set Title,Year,Format,Moby ID,BoardGameGeek ID,IGDB ID,Designer(s),Publisher,Description,Mechanics,Facilitator Present,Facilitator participates in game?,Players Min,Players Max,Smells Min,Smells Max,Smells,Example Smells,Smell Specificity (Swappability),Specificity Note,Smell Count Flexibility,Flexibility Note,Cost,Currency,Target Audience,Descriptive Source,citationKey,Tags,Variant,URLs,Target Species,Realized or Description?,Complexity_1_Light,Complexity_2_MediumLight,Complexity_3_Medium,Complexity_4_MediumHeavy,Complexity_5_Heavy,Images,Notes
Olfactive Molecules,,2006,Digital,,,,"Angèle Tijou, Emmanuelle Richard, Paul Richard",,"In the ""Olfactive Molecules"" game, players learn about organic molecules in a multi-modal virtual environment by identifying different molecules through visual, tactile, and olfactory cues. The game immerses users in a virtual space where they can interact with and explore the structure of various molecules, enhancing their understanding of molecular biology.","Memorizing, Experiencing",None,,1,1,1,,,,Exact,The presented smell is likely related to the molecule itself.,Fully Flexible,,,,,Tijou et al. 2006,,"Research, Educational game, Serious game, Experimental game",,http://link.springer.com/10.1007/11736639_152,Human,,,,,,,OlfactiveMolecules_2006,
Olfactory board game,,2017,Analog,,,,Georgia Kosmatou,,"Players advance along a straight path by correctly identifying various scents extracted from everyday materials, including stroopwafels. If a player fails to guess a scent correctly during their turn, they must move their piece backwards.",Identifying,None,,2,,6,6,,,None,,Fully Flexible,,,,,Ueda 2020,,"Art, Translating existing game",,,Human,,,,,,,,
Olfactory bowling,,2017,Analog,,,,Ilia Lukovnikov,,"This scent-based twist on bowling replaces traditional pins with cups containing different scents. As players roll the ball and knock over the cups, the spilled contents mix to create a new, composed fragrance.","Composing, Randomising",None,,1,,2,,,,None,,Expandable Only,Needs at least two smells.,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Olfactory cinema,,2017,Analog,,,,Mischa Lind,,"A repurposed film imaging machine was transformed into a scent diffuser, blending mechanical nostalgia with olfactory memory. By burning a specific scent tied to his father, the creator evoked personal remembrance through smell.",Experiencing,None,,1,,1,1,,,Exact,Nostalgic odor based on artist's father.,Fixed,Installation only diffuses one smell.,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Olfactory crossword puzzle,,2013,Analog,,,,Gaby Felten,,"A competitive scent-based crossword game was created using four distinct smells: pencil shavings, bay leaf, juniper, and fried onion. Players work in groups to identify each scent from bottles and fill in the corresponding answers on a crossword puzzle. The group that completes the puzzle the fastest wins.","Identifying, Racing",None,,2,,4,4,"pencil shavings, bay leaf, juniper, fried onions",,None,,Fully Flexible,,,,,Ueda 2020,,"Art, Translating existing game",,,Human,,,,,,,,
"Olfactory duck, duck, goose",,2016,Analog,,,,Maki Ueda,,"""Olfactory Duck, Duck, Goose"" is a scented variation of the classic children's game. Participants sit in a circle with their eyes closed, and each handkerchief is scented with rose. The player who is ""it"" walks around the circle and silently drops a scented handkerchief behind someone. That person must quickly realize it, pick up the handkerchief, and tag the ""it"" player before they complete the circle. If they fail, they become ""it"" for the next round.",Detecting,Player,TRUE,4,,1,1,rose,,None,,Fixed,Functionally only needs one smell.,,,,Ueda 2020,,"Art, Translating existing game",,http://smellart.blogspot.com/2018/04/,Human,,,,,,,,
Olfactory maze of Indonesian Market,,2009,Analog,,,,Oxalis Atindriyaratri,,"This is a scent-based maze game inspired by Indonesian markets, where players navigate a grid of stations by identifying the correct scent from over 20 options extracted from Indonesian foods. At each station, a scented marker and a clue card instruct the player to move in a certain direction depending on the smell detected (e.g., ""If you think you smell apple, go forward. If guava, go right""). Participants must use their nose to progress through the maze, simulating the rich olfactory experience of walking through a traditional market.","Labeling, Identifying, Navigating",None,,1,,20,20,,"apple, guava",Medium,Scents related to Indonesian market.,Fully Flexible,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Olfactory maze of the Academy,,2009,Analog,,,,"Juan Cantizzani, Pablo Sanz",,"This interactive scent and sound game challenges players to identify different departments of an art academy by using their olfactory and auditory senses. Players begin by selecting a number from 1 to 4 on a keyboard, which corresponds to a specific scent and sound sample gathered from four academy locations: Photography, Fine Art, Wood Workshop, and Lithography. After choosing, they pick up a scent cup, smell it while listening to an accompanying audio track, and then (once the sound stops) guess where in the building they think they are. They indicate their guess by pointing to a specific location on a schematic floor plan laid out on the table.","Experiencing, Mapping, Identifying",None,,1,,4,4,"photography (fixer), fine art (oil paint and turpentine), wood workshop (wood varnish), lithography (solvent)",,High,Scents need to represent the departments.,Fixed,Could be adjusted based on number of departments.,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Olfactory memory game,,2009,Analog,,,,James Oesi,,"A scent-based memory card game where players must find matching pairs by smell alone. Participants noted that while different scents were easy to tell apart, identifying identical matches was unexpectedly difficult, leading to sensory confusion.","Matching, Memorizing",None,,1,1,2,,,,None,,Fully Flexible,,,,,Ueda 2020,,"Art, Translating existing game",,,Human,,,,,,,,
Olfactory memory game,,2015,Analog,,,,Maki Ueda,,"A scent-matching memory game using four pairs of cards, each pair infused with a distinct but similar basenote: sandalwood, cedarwood, styrax, and labdanum. Players must use their noses to correctly match the cards by identifying which scents are the same.","Matching, Memorizing",None,,1,1,4,4,"sandalwood, cedarwood, styrax, labdanum",,Medium,Scents are meant to be base notes.,Fully Flexible,,,,,Ueda 2020,,"Art, Translating existing game",,https://www.ueda.nl/index.php?option=com_content&view=article&id=306&Itemid=878&lang=en,Human,,,,,,,,
"Olfactory memory game, noised by colours",,2015,Analog,,,,Volken Sancar,,"A scent-based memory game designed to induce nervous tension, where players try to guess matching scent pairs. Each card is randomly colored to mislead the player, making it more difficult.","Matching, Memorizing, Misdirecting",None,,1,1,2,,,,None,,Fully Flexible,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Olfactory performance,,2017,Mixed,,,,Koen de Groot,,"An abstract olfactory performance that uses the sounds and vapors created by evaporating scented liquids. As the scent is released using heat and airflow, participants respond through non-verbal interaction, with moments of humor and surprise emerging from the sensory experience.",Experiencing,Performer,FALSE,1,1,1,,,,,,,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Olfactory poem,,2013,Analog,,,,Tatiana Kolganova,,"A poetic scent game in which participants fill in the blanks of poems by identifying scents. Instead of reading a word like ""roses,"" participants smell a corresponding scent and must complete the verse in their head.","Identifying, Labeling",None,,1,,1,,,rose,None,,Fully Flexible,,,,,Ueda 2020,,"Art, Translating existing game",,,Human,,,,,,,,
Olfactory Russian roulette,,2013,Analog,,,,Yaprak Sayar,,"A fragrant twist on ""Russian Roulette:"" players take turns aiming a modified spray bottle at themselves. The bottle, filled with the artist's personal perfume, has a rotating casing that may either allow or block the spray. Whether or not the scent is released is left to chance.","Punishing, Randomising",None,,1,,1,1,,artist's perfume,None,,Fixed,Roulette structure implies probability of one scent being delivered.,,,,Ueda 2020,,"Art, Translating existing game",,,Human,,,,,,,,
Olfactory screening game for children,,2013,Analog,,,,"Karolina Dzaman, Beata Zielnik-Jurkiewicz, Dariusz Jurkiewicz, Marta Molinska-Glura",,"The olfactory game described in the article is designed to assess children's ability to identify smells in a fun, engaging format. The test is simplified into a guessing game where children are presented with colorful pictures and asked to match the odor to the corresponding image. The test was designed to be quick and easy, reducing the number of stimuli compared to tests for adults. The game aims to keep children's attention by minimizing verbal and cognitive demands, enhancing reliability through visual aids and interaction.",Identifying,Assessor,FALSE,1,1,6,6,"bubble gum, lemon, cola, mint, toffee, fish",,Low,Odors are tied to specific recognizable images but could be substituted with similar child-friendly scents.,Fully Flexible,,,,Child (3-10 years),Dzaman et al. 203,,"Research, Assessment game, Diagnostic game, Clinical game",,https://sci-hub.se/10.1016/j.ijporl.2012.12.001,Human,,,,,,,N.A.,
Olfactory walk through cord tunnel,,2015,Analog,,,,Gisella Ripoll,,"This is a yarn-based olfactory installation in which participants walk through hanging strands infused with different scents. As they move through the tunnel, each section releases a new fragrance.","Experiencing, Navigating",None,,1,1,1,,,,None,,Fully Flexible,,,,,Ueda 2020,,Art,,,Human,,,,,,,,
Olfatest,,N.D.,Analog,,,,Véronique Debroise,SentoSphère,"""Olfatest"" is an olfactory rehabilitation kit designed to help patients re-train their sense of smell. The kit contains 16 smell capsules and 8 flavor capsules, representing everyday scents, such as eucalyptus, lavender, mint, and rose. Users are encouraged to engage in daily smell training, with the goal of gradually recovering their sense of smell over a period of 3 to 8 months. The structured, consistent use of these familiar scents allows users to monitor their progress.","Experiencing, Detecting",None,,1,1,24,24,"eucalyptus, lavender, mint, rose, curry, lily of the valley, cut grass, lemon, melon, strawberry, banana, coconut, clove, cinnamon, campfire, soap, cassis, mandarin, raspberry, violet, anise",,Low,Smells are meant to be everyday odors and flavors.,Fully Flexible,,30,EUR,14+,,,"Commercially available, Smell Training",,https://www.sentosphere.fr/gb/adult-sensory-rehabilitation/509-olfatest-3373910009218.html,Human,,,,,,,Olfatest,Taste component
One & Only,,2009,Analog,,,,"John Rice, Suzanne Clothier",,"The handler familiarizes the dog with a specific ""One & Only"" toy and then places it among similar objects. The dog must identify the correct toy from the group using scent. If they pick an incorrect object, they are prompted to try again.","Localising, Identifying",Dog handler,FALSE,1,1,1,1,,,None,,Fixed,It's implied that the toy should be unique in the midst of other toys.,,,,Rice & Clothier 2009,,"Animal game, Educational game",,"Scent games for dogs, https://www.myherodogtraining.com/wp-content/uploads/2017/07/Scent-Games.pdf",Dog,,,,,,,N.A.,
P.U. The Guessing Game of Smells,,2006,Analog,,27228,,"Dale Harris, Russell Pinto",Unknown Games,"""PU: Guessing Game of Smells"" is a kid-friendly scratch-and-sniff board game set in the quirky town of Odorville, where players race to shut down the Smellorator, a stink-spewing machine unleashed by the mischievous skunk Stinky Smells™. The goal is to be the first player to reach the end of the winding board path and disable the Smellorator before the town fair is ruined. The game uses 45 scent-based cards divided into three categories: Good, Bad, and Mystery. Each card includes a prompt, with some require scratching and sniffing to guess the scent (e.g., peppermint, roses, burnt rubber, dirty sweat socks, chocolate), while others involve visual searches on the illustrated board (e.g., ""Find a good-smelling fruit,"" ""Find the worst smell beginning with S""). Gameplay blends dice-rolling movement, scent identification, and mini-challenges. Landing on ""smell spots"" prompts players to draw from a scent deck and perform a task; correct guesses allow extra movement, while wrong ones stall the turn. ""Special squares"" add bonuses or penalties like mazes, skunk sprays (lose a turn), or shortcuts. The game encourages olfactory sensory awareness, visual scanning, and social interaction.","Identifying, Associating, Matching, Punishing, Buffing",None,,2,6,7,,,"peppermint, rose, burnt rubber, dirty sweaty socks, lemon, chocolate, skunk",Low,Needs at least the skunk smell for specificity.,Fully Flexible,Needs at least the skunk smell for specificity.,,,6+ years,Unknown Games,,"Commercially available, Tabletop game",,https://boardgamegeek.com/boardgame/27228/pu-guessing-game-smells,Human,,1,0,0,0,0,,
Parcours olfactif des vins,,N.D.,Analog,,,,Sylvain Fauvé,,"""Le Parcours Olfactif des Vins"" is an interactive sensory experience designed to educate participants about the fundamental aromas present in wines. Utilizing a series of specially designed barrels, each containing concealed scent samples, participants are invited to identify and learn about various wine aromas.","Identifying, Memorizing, Discriminating",None,,1,,,,,,,,,,,,,Fauvé N.D.,,"Educational, Museum",,https://www.medocvignoble.com/en/activite/parcours-olfactif-jeu-des-aromes/,Human,,,,,,,ParcoursOlfactif,
Parfumaster,,1991,Analog,,19385,,Véronique Debroise,SentoSphère,"""Parfumaster"" is an olfactory board game where players use scent containers and illustrated cards to identify, match, and describe smells. It includes five gameplay modes: matching scents to cards (Memory), competitive scent recognition (Battle), describing and guessing scents (Koodoo), solo identification (Solitaire), and a scent-based bingo race (Bingo). Available in House, Countryside, and Fruits & Vegetables editions, each version comes with 16 scents and 32 cards.","Matching, Identifying, Memorizing",None,,1,5,16,16,,,,,,,,,5+ years,,,Commercially available,,https://boardgamegeek.com/boardgame/19385/parfumaster,Human,,,,,,,,Multiple games in one (this is what was at Simon's lab)
